enterprise_id,industry,city,district,registered_capital,employees,premises_number,date_out_abnormal,date_in_abnormal,cacellation_reason,is_real_premise,frezon_holdings,total_assets,total_liabilities,total_tax,total_debt,sub_enterprises_number,complaints_number_monthly,conciliation_number,complaints_number,judical_auction_amount,is_executee,industry_index,fraud_score,is_financial_black_list
2291,物业管理,保定市,高阳县,11000000,2160,1,2017-10-05 00:00:00,2014-04-27 00:00:00,2,0,0.0,11071356,927747,951101,59139,2,0,0,0,4821286,0,1390,38,0
2292,租赁和商务服务业,保定市,竞秀区,41000000,3250,1,,,2,0,0.0,34058203,0,2409198,0,7,0,0,0,0,0,1139,73,0
2293,批发业,廊坊市,香河县,11000000,5859,1,2016-05-13 00:00:00,2014-11-18 00:00:00,2,0,0.0,11945397,1912013,1800970,138912,0,0,0,0,0,1,1335,49,1
2294,建筑业,承德市,平泉市,17000000,7658,1,,,4,0,0.0,15738199,4990175,2209693,373517,0,0,0,0,0,0,1076,41,0
2295,住宿业,唐山市,曹妃甸区,99000000,2034,1,,,2,1,0.0,87954307,3526828,13369306,64501,1,7,23,42,0,1,1485,77,1
2296,工业*,唐山市,开平区,40000000,3665,1,2019-06-21 00:00:00,2015-10-12 00:00:00,2,0,0.0,40899537,11519224,2772367,279348,1,5,24,45,0,0,1092,48,1
2297,邮政业,沧州市,海兴县,85000000,164,8,,,0,1,0.0,93148313,0,13847280,0,0,0,0,0,0,1,1038,1,0
2298,住宿业,廊坊市,文安县,58000000,4389,16,,,1,1,0.0,55288215,0,11390615,0,6,5,22,30,17793720,1,1068,6,0
2299,信息传输业*,邢台市,内丘县,9000000,7479,1,2019-03-14 00:00:00,2018-09-06 00:00:00,2,1,0.0,10751294,0,825885,0,0,1,3,5,0,0,1408,91,1
2300,房地产开发经营,邢台市,平乡县,51000000,1708,1,,,1,1,0.0,56006784,2517900,13519580,102715,1,1,8,9,25852548,1,1264,96,0
2301,软件和信息技术服务业,保定市,莲池区,33000000,7108,1,2017-12-08 00:00:00,2015-01-10 00:00:00,1,1,0.0,30558209,0,2130144,0,0,1,7,11,0,0,1434,68,0
2302,住宿业,石家庄市,灵寿县,7000000,8161,1,,,0,1,0.0,6308934,0,460217,0,2,0,0,0,0,0,1383,20,1
2303,软件和信息技术服务业,邯郸市,涉县,50000000,4216,1,,2015-03-06 00:00:00,0,1,0.0,54698744,6375104,376009,66903,9,3,13,18,9837638,1,1240,18,0
2304,仓储业,邢台市,桥东区,78000000,2423,1,2018-08-02 00:00:00,2017-10-27 00:00:00,1,1,0.0,93012733,0,15452212,0,5,1,7,10,0,1,1066,81,0
2305,餐饮业,石家庄市,井陉县,67000000,2202,1,,,3,0,22780000.0,60076288,0,13107393,0,4,5,14,35,0,1,1298,70,1
2306,农、林、牧、渔业,张家口市,康保县,21000000,5334,1,,,4,1,10500000.0,23167208,6146075,708791,482541,0,1,8,12,0,0,1329,73,1
2307,房地产开发经营,秦皇岛市,北戴河区,51000000,2872,1,,,4,0,0.0,56552711,0,4509703,0,1,4,13,36,0,1,1391,60,0
2308,邮政业,衡水市,枣强县,47000000,7995,1,2018-11-25 00:00:00,2018-08-22 00:00:00,3,0,0.0,48876064,0,6104972,0,5,5,2,20,0,0,1278,41,1
2309,住宿业,张家口市,涿鹿县,19000000,3380,1,,,4,1,0.0,19117496,7396349,2193777,718433,0,2,13,24,0,1,1307,99,1
2310,邮政业,承德市,双桥区,69000000,4653,1,2018-12-13 00:00:00,2016-01-15 00:00:00,3,0,0.0,62928741,29684108,5313442,1620858,1,5,25,50,0,0,1257,3,0
2311,其他未列明行业*,衡水市,饶阳县,81000000,9952,1,,,3,0,0.0,94888332,29257402,2789656,433332,0,0,0,0,0,0,1280,96,1
2312,住宿业,石家庄市,裕华区,14000000,3289,8,,,1,1,0.0,14795044,154141,697567,6735,1,1,0,4,0,0,1007,25,1
2313,邮政业,邯郸市,馆陶县,25000000,594,1,,,1,0,0.0,27620609,1064949,2694985,91312,3,0,0,0,0,0,1307,24,1
2314,仓储业,邢台市,南宫市,6000000,9688,1,,,2,1,0.0,6278706,0,1468911,0,0,2,0,8,0,1,1493,16,0
2315,餐饮业,邯郸市,丛台区,16000000,4054,1,,,0,0,0.0,19060020,3313789,2251144,243787,2,0,0,0,0,0,1457,50,0
2316,交通运输业*,邢台市,南宫市,42000000,8632,1,,,0,0,0.0,42597617,12879815,465726,102674,1,3,3,27,0,1,1222,70,0
2317,邮政业,保定市,定兴县,80000000,2853,1,2018-08-10 00:00:00,2015-04-07 00:00:00,2,1,0.0,95513234,0,17390280,0,4,0,0,0,0,1,1385,7,0
2318,零售业,邯郸市,峰峰矿区,45000000,9053,1,2019-01-02 00:00:00,2016-07-24 00:00:00,1,1,0.0,52160973,0,12953272,0,0,0,0,0,20034446,1,1140,90,1
2319,信息传输业*,衡水市,武邑县,76000000,1815,1,2015-07-08 00:00:00,2015-02-26 00:00:00,1,0,0.0,62926452,17620491,9353921,230855,7,1,1,3,0,0,1424,55,0
2320,邮政业,唐山市,丰润区,14000000,4327,1,,2016-11-13 00:00:00,4,1,0.0,12670148,3972367,3056481,355989,1,0,0,0,4284664,0,1122,44,1
2321,房地产开发经营,石家庄市,藁城区,69000000,8464,10,,,4,0,0.0,55946154,0,9895131,0,3,7,4,14,6105357,1,1103,11,0
2322,零售业,邢台市,隆尧县,7000000,4386,1,,,4,0,0.0,5856997,0,673627,0,1,0,0,0,0,0,1323,55,1
2323,房地产开发经营,邯郸市,邯山区,30000000,8220,1,2018-11-14 00:00:00,2016-02-14 00:00:00,1,1,9900000.0,32469095,0,1978259,0,5,1,0,7,0,0,1472,60,1
2324,交通运输业*,张家口市,怀安县,46000000,4561,15,2019-08-27 00:00:00,2018-01-21 00:00:00,0,0,23920000.0,54914963,8370217,5100914,794619,1,4,18,20,0,1,1411,78,1
2325,交通运输业*,邢台市,临城县,73000000,7558,1,,,2,1,0.0,76346552,7205316,17334193,354782,0,4,18,44,0,0,1168,75,0
2326,批发业,秦皇岛市,北戴河区,48000000,2520,1,,,2,0,0.0,50321661,4598592,3897457,146269,0,0,0,0,0,0,1281,78,1
2327,农、林、牧、渔业,秦皇岛市,卢龙县,24000000,1170,1,,,1,0,0.0,28157009,1145762,1158525,62626,1,0,0,0,0,1,1181,46,1
2328,农、林、牧、渔业,廊坊市,香河县,13000000,5198,1,,,2,0,0.0,15097038,6857252,1826219,567004,0,9,59,72,6625182,1,1038,15,1
2329,物业管理,邯郸市,复兴区,32000000,1518,1,,,3,1,0.0,37948521,1374165,4870360,57104,2,3,12,21,0,0,1302,87,0
2330,住宿业,张家口市,桥西区,7000000,8044,1,2018-07-13 00:00:00,2017-12-15 00:00:00,4,1,0.0,7245382,0,133463,0,10,4,0,32,0,1,1195,15,0
2331,邮政业,唐山市,路北区,52000000,6619,1,,,2,1,0.0,52109347,0,12319850,0,3,1,0,5,15634002,0,1156,82,0
2332,其他未列明行业*,秦皇岛市,北戴河区,26000000,4833,1,,,3,0,0.0,26066089,9752342,5156095,652409,0,0,0,0,0,1,1441,11,0
2333,餐饮业,张家口市,桥西区,87000000,1189,1,,,1,0,54810000.0,86942943,40284864,4055927,2430261,10,3,5,12,0,1,1196,3,0
2334,仓储业,邯郸市,临漳县,87000000,7762,1,,,2,1,0.0,82958843,0,11266869,0,1,1,10,11,0,1,1090,94,0
2335,其他未列明行业*,石家庄市,新华区,74000000,6755,1,,,1,0,39220000.0,72467337,0,3096050,0,2,0,0,0,0,0,1074,6,0
2336,邮政业,张家口市,怀安县,69000000,2928,1,,,4,1,0.0,55998559,0,5015567,0,5,0,0,0,0,1,1440,92,1
2337,交通运输业*,石家庄市,辛集市,72000000,2680,1,2019-07-18 00:00:00,2014-04-11 00:00:00,3,0,0.0,58762485,8268617,5947965,161309,7,1,8,9,0,1,1079,69,0
2338,建筑业,沧州市,青县,41000000,5438,1,2019-02-04 00:00:00,2017-02-11 00:00:00,3,1,0.0,37131586,0,7384219,0,0,0,0,0,0,1,1484,31,0
2339,农、林、牧、渔业,张家口市,赤城县,21000000,5699,1,,,4,1,0.0,24032579,0,5978462,0,4,2,2,16,0,0,1418,95,1
2340,物业管理,秦皇岛市,山海关区,36000000,3049,1,,,0,0,0.0,40205620,0,8985664,0,0,0,0,0,11647757,1,1358,8,1
2341,建筑业,邢台市,清河县,94000000,1243,1,2018-09-18 00:00:00,2018-03-25 00:00:00,4,0,0.0,93286035,13715529,9111076,814620,1,0,0,0,0,1,1276,8,1
2342,信息传输业*,唐山市,丰南区,68000000,7242,1,2018-11-29 00:00:00,2017-06-23 00:00:00,4,0,57800000.0,58309070,7047869,3298602,367144,0,0,0,0,0,1,1156,36,0
2343,零售业,保定市,蠡县,39000000,6140,4,,,3,1,0.0,37337244,18150475,2225861,1548482,0,6,33,72,0,1,1084,5,0
2344,信息传输业*,邯郸市,馆陶县,5000000,4875,1,2017-07-25 00:00:00,2015-04-09 00:00:00,1,0,0.0,4270987,1877681,790015,182036,3,2,2,12,0,1,1131,100,0
2345,房地产开发经营,衡水市,武强县,18000000,850,1,2018-08-31 00:00:00,2018-05-24 00:00:00,1,1,0.0,17933520,8874265,3246453,799308,0,1,2,5,0,1,1205,57,0
2346,物业管理,邯郸市,邱县,600000,6585,19,,,3,1,0.0,706886,0,41548,0,1,0,0,0,0,0,1073,78,1
2347,房地产开发经营,张家口市,万全区,43000000,7268,19,,,4,0,0.0,43082839,0,6459602,0,5,0,0,0,0,0,1407,100,1
2348,其他未列明行业*,沧州市,吴桥县,49000000,2763,1,,,1,1,0.0,48711628,3060930,1985396,218976,0,0,0,0,0,1,1327,81,0
2349,邮政业,秦皇岛市,山海关区,84000000,4923,1,2018-12-29 00:00:00,2016-06-20 00:00:00,1,1,0.0,83792804,35487999,395765,3346347,2,1,0,3,0,0,1248,47,1
2350,批发业,秦皇岛市,青龙满族自治县,75000000,3563,1,2018-02-12 00:00:00,2016-07-24 00:00:00,3,0,0.0,60650843,24895774,13416569,2424546,8,3,29,36,0,1,1370,56,1
2351,零售业,承德市,围场满族蒙古族自治县,11000000,6222,1,,,4,0,0.0,9867695,2329334,673554,149132,1,1,2,5,0,1,1095,99,0
2352,农、林、牧、渔业,保定市,高碑店市,27000000,1976,1,,,4,0,0.0,32038032,5222719,7403813,391489,9,0,0,0,0,1,1210,77,1
2353,信息传输业*,廊坊市,广阳区,48000000,3454,1,,,1,0,0.0,46275907,0,2921269,0,2,7,1,7,4835257,1,1298,11,0
2354,软件和信息技术服务业,张家口市,张北县,9000000,8260,7,,,4,0,0.0,7957379,0,982799,0,0,7,9,35,0,0,1161,82,0
2355,零售业,唐山市,丰润区,23000000,9822,1,,,3,1,0.0,21577611,6603022,4065439,520464,0,1,8,12,0,1,1099,87,0
2356,信息传输业*,保定市,高阳县,91000000,2996,1,,,0,1,0.0,93617254,0,694660,0,0,2,14,16,0,1,1241,11,1
2357,信息传输业*,沧州市,吴桥县,86000000,6021,1,,,1,1,0.0,72120400,3153263,10570211,307120,1,5,1,25,0,0,1303,35,1
2358,房地产开发经营,张家口市,尚义县,14000000,6569,1,2017-08-26 00:00:00,2015-02-11 00:00:00,2,1,0.0,13592999,0,624154,0,9,2,3,8,0,1,1295,55,0
2359,租赁和商务服务业,唐山市,丰南区,42000000,4627,1,2018-11-04 00:00:00,2018-09-21 00:00:00,2,0,0.0,33642617,6566857,676106,610499,1,2,1,2,9164220,0,1168,69,1
2360,其他未列明行业*,石家庄市,灵寿县,20000000,9983,1,,,4,0,0.0,20763496,0,401408,0,4,0,0,0,6074545,0,1413,69,0
2361,房地产开发经营,张家口市,张北县,36000000,9302,17,,,4,1,0.0,35101532,0,926751,0,4,0,0,0,0,0,1249,26,1
2362,住宿业,唐山市,路南区,28000000,1394,3,2019-05-15 00:00:00,2018-11-23 00:00:00,2,0,21280000.0,33487734,0,4430454,0,0,9,4,9,0,1,1347,52,1
2363,建筑业,沧州市,肃宁县,16000000,1530,1,,,1,1,0.0,15896893,0,1142477,0,1,3,16,24,0,1,1051,80,0
2364,信息传输业*,保定市,安新县,51000000,7346,10,,2017-04-24 00:00:00,4,0,0.0,49895587,0,1714932,0,0,0,0,0,9128144,0,1216,82,0
2365,批发业,廊坊市,永清县,44000000,8460,1,,,1,0,0.0,47706906,7445350,11329273,493342,1,2,4,8,0,1,1472,84,0
2366,零售业,保定市,雄县,57000000,9335,1,,,1,0,0.0,52397268,0,6032122,0,6,1,9,12,0,0,1379,65,1
2367,物业管理,邯郸市,馆陶县,67000000,6028,1,,,4,1,0.0,57056817,22501615,798923,738518,0,3,2,12,0,1,1469,4,0
2368,信息传输业*,秦皇岛市,山海关区,36000000,8708,1,,,1,0,0.0,36033244,12113452,7304087,1109149,4,0,0,0,9993574,1,1134,55,0
2369,其他未列明行业*,石家庄市,元氏县,27000000,2656,1,,,4,0,0.0,25594982,5527753,5259972,19773,0,0,0,0,0,0,1249,49,1
2370,餐饮业,邢台市,南和县,70000000,3672,1,2018-12-15 00:00:00,2014-08-06 00:00:00,2,1,0.0,62554414,20744493,11646659,2016018,2,1,1,3,0,1,1383,16,0
2371,建筑业,保定市,涞源县,37000000,2143,1,2016-09-07 00:00:00,2014-07-22 00:00:00,0,0,0.0,44327351,20871406,4626576,1597749,1,0,0,0,0,0,1473,48,1
2372,仓储业,廊坊市,广阳区,72000000,2268,1,2019-02-18 00:00:00,2017-05-03 00:00:00,0,1,32400000.0,81552572,0,4962464,0,0,5,25,55,0,0,1065,3,1
2373,仓储业,承德市,围场满族蒙古族自治县,11000000,1283,1,2016-08-02 00:00:00,2014-12-14 00:00:00,1,0,7370000.0,12900832,249698,2688721,20679,8,0,0,0,0,0,1226,75,0
2374,批发业,张家口市,涿鹿县,20000000,2932,1,,,3,0,0.0,23023149,11441732,2318415,778290,8,0,0,0,0,1,1301,5,0
2375,房地产开发经营,秦皇岛市,山海关区,98000000,5307,1,,,3,1,0.0,93430590,0,12652778,0,6,7,57,84,0,1,1403,73,1
2376,交通运输业*,保定市,满城区,60000000,6897,1,2016-04-19 00:00:00,2015-04-14 00:00:00,0,0,0.0,62187312,6713016,460764,5507,10,3,3,6,0,0,1285,91,1
2377,交通运输业*,邢台市,新河县,49000000,2067,1,2019-09-12 00:00:00,2014-12-12 00:00:00,1,1,0.0,50224479,0,3633454,0,10,2,2,16,17780797,0,1336,7,0
2378,邮政业,邯郸市,涉县,63000000,4229,1,,,4,0,0.0,66108863,0,12248659,0,1,4,0,12,0,1,1178,95,1
2379,零售业,张家口市,康保县,43000000,7683,1,2017-11-06 00:00:00,2015-06-10 00:00:00,4,1,0.0,39066973,4930036,5336578,417523,10,0,0,0,0,1,1197,94,0
2380,批发业,保定市,容城县,29000000,5552,1,,,0,0,0.0,31450489,12564701,5593900,790801,1,0,0,0,0,0,1209,20,1
2381,房地产开发经营,邢台市,临西县,2000000,5895,1,2016-05-28 00:00:00,2014-12-02 00:00:00,4,0,0.0,1888437,0,145797,0,1,0,0,0,0,1,1404,28,1
2382,仓储业,张家口市,阳原县,12000000,7653,1,,,2,1,0.0,10641898,0,1186085,0,0,0,0,0,0,1,1436,33,0
2383,工业*,保定市,徐水区,33000000,1805,1,,,0,1,0.0,34176428,6621448,1486895,473809,0,3,10,12,12821107,1,1188,84,1
2384,建筑业,邯郸市,成安县,84000000,7763,1,2018-07-07 00:00:00,2017-04-12 00:00:00,0,0,0.0,94683773,44720020,18679501,2265612,10,1,7,11,0,0,1222,93,0
2385,邮政业,张家口市,蔚县,9000000,1913,14,2015-11-13 00:00:00,2014-11-20 00:00:00,0,0,0.0,10517840,2438863,964632,163974,0,1,0,5,0,0,1126,20,1
2386,住宿业,邯郸市,峰峰矿区,98000000,6608,1,,,1,0,0.0,91359409,29778968,482113,1416226,7,2,1,6,0,1,1347,63,1
2387,租赁和商务服务业,石家庄市,藁城区,89000000,7380,1,,,0,0,0.0,72963947,0,7264040,0,3,0,0,0,0,1,1164,48,0
2388,建筑业,衡水市,武邑县,13000000,4312,8,,,2,1,0.0,15131577,0,418343,0,0,0,0,0,6595333,0,1459,11,0
2389,房地产开发经营,保定市,高碑店市,51000000,3550,1,,,4,0,42840000.0,48766360,7204714,620976,501942,0,3,4,9,0,1,1246,32,1
2390,交通运输业*,秦皇岛市,卢龙县,26000000,5091,1,2015-02-25 00:00:00,2014-06-04 00:00:00,3,0,0.0,24359564,0,1748776,0,1,0,0,0,0,0,1257,46,0
2391,建筑业,沧州市,泊头市,5000000,8130,1,,2018-03-28 00:00:00,0,0,0.0,5525445,0,414359,0,9,1,6,12,0,1,1099,7,0
2392,住宿业,张家口市,下花园区,94000000,1644,14,,,1,0,0.0,101030136,0,16727620,0,3,5,17,60,46647661,1,1244,47,1
2393,物业管理,承德市,围场满族蒙古族自治县,60000000,7693,1,2015-06-04 00:00:00,2014-12-26 00:00:00,1,1,57600000.0,56114423,11333279,4496222,420515,6,1,1,10,0,1,1151,75,1
2394,房地产开发经营,廊坊市,固安县,55000000,9164,1,,,1,0,0.0,52626359,0,6371145,0,0,0,0,0,0,0,1302,2,1
2395,交通运输业*,石家庄市,井陉矿区,40000000,9484,1,,,3,0,0.0,34551195,0,13997,0,2,0,0,0,0,1,1010,20,0
2396,建筑业,张家口市,崇礼区,100000,9335,1,,,2,0,0.0,96106,0,17145,0,1,1,0,2,0,1,1397,45,1
2397,批发业,承德市,围场满族蒙古族自治县,30000000,9236,1,2018-02-20 00:00:00,2017-04-12 00:00:00,1,0,3000000.0,32196538,11351737,1856558,220295,4,1,7,10,0,1,1137,48,1
2398,软件和信息技术服务业,廊坊市,大厂回族自治县,84000000,5352,1,,,2,1,0.0,78174246,0,10694822,0,10,1,0,2,0,0,1073,62,0
2399,其他未列明行业*,廊坊市,霸州市,10000000,5213,11,2019-09-02 00:00:00,2014-08-09 00:00:00,0,1,0.0,11413288,0,53247,0,1,0,0,0,0,1,1196,17,1
2400,房地产开发经营,沧州市,东光县,31000000,620,1,,,3,0,0.0,32355052,8144642,3373356,296380,3,0,0,0,0,0,1485,47,1
2401,零售业,张家口市,宣化区,32000000,173,6,,,2,1,0.0,36384854,0,759754,0,0,4,15,48,13734741,0,1444,75,1
2402,其他未列明行业*,邯郸市,峰峰矿区,41000000,3725,1,,,1,1,0.0,43431778,14665509,5107377,1007563,4,1,9,11,0,1,1255,3,0
2403,物业管理,石家庄市,灵寿县,4000000,54,1,,,3,0,0.0,3991022,1912891,107145,23145,0,8,25,48,0,1,1433,100,1
2404,房地产开发经营,保定市,竞秀区,89000000,4020,1,,,1,1,0.0,106555667,5001384,22963031,332818,7,0,0,0,0,0,1126,99,0
2405,建筑业,石家庄市,行唐县,4000000,9792,1,,,0,0,0.0,4203692,1053098,266831,55882,4,3,5,18,0,0,1312,2,1
2406,其他未列明行业*,唐山市,滦州市,73000000,5079,1,,,3,0,0.0,71558230,0,746265,0,9,2,3,6,0,0,1175,16,1
2407,信息传输业*,秦皇岛市,卢龙县,78000000,530,15,,,1,0,0.0,93261536,0,22786086,0,6,0,0,0,0,1,1146,8,1
2408,物业管理,邯郸市,永年区,32000000,9155,1,,,4,1,0.0,34093949,0,1045046,0,8,0,0,0,0,1,1167,0,0
2409,其他未列明行业*,邯郸市,临漳县,64000000,1311,1,,2014-05-01 00:00:00,4,1,0.0,51615088,25708040,9630742,1858229,5,9,9,81,0,0,1405,86,0
2410,物业管理,秦皇岛市,抚宁区,25000000,8305,1,,,2,0,0.0,23355845,0,4326381,0,6,0,0,0,0,0,1272,81,1
2411,零售业,邢台市,宁晋县,49000000,1549,1,,,1,0,0.0,57692286,0,1635340,0,1,0,0,0,0,1,1133,74,0
2412,批发业,邢台市,桥东区,46000000,2168,1,,,1,1,0.0,39686726,2004634,2443305,111989,3,3,29,33,0,0,1392,8,0
2413,批发业,邯郸市,广平县,18000000,4585,1,,,2,1,0.0,19370687,0,4599989,0,8,0,0,0,0,0,1462,45,0
2414,工业*,邢台市,内丘县,4000000,9476,1,,,0,1,1160000.0,4456307,737135,702343,27531,0,3,18,33,776281,1,1422,27,0
2415,餐饮业,衡水市,饶阳县,9000000,3419,14,,,1,0,0.0,8976895,823170,1618445,28702,4,4,35,40,0,0,1408,100,1
2416,餐饮业,承德市,滦平县,44000000,8538,1,,,0,0,0.0,51544252,0,6062350,0,0,4,8,36,23737159,0,1431,59,1
2417,租赁和商务服务业,邯郸市,魏县,90000000,5413,1,,,2,1,0.0,90082000,8581627,1710229,316420,3,0,0,0,0,0,1348,7,0
2418,房地产开发经营,秦皇岛市,昌黎县,66000000,5226,1,2018-06-12 00:00:00,2016-03-07 00:00:00,2,1,0.0,70585833,0,13855248,0,10,1,3,8,0,1,1160,83,1
2419,软件和信息技术服务业,承德市,隆化县,47000000,1867,1,2018-08-30 00:00:00,2014-12-14 00:00:00,4,1,19740000.0,42282675,19600418,1952425,1316057,0,0,0,0,0,0,1365,38,1
2420,信息传输业*,张家口市,沽源县,63000000,6523,1,,,2,1,0.0,64078254,0,11823542,0,10,5,3,10,0,0,1131,17,1
2421,房地产开发经营,邢台市,巨鹿县,62000000,2996,1,2017-06-18 00:00:00,2015-06-15 00:00:00,1,0,0.0,55519951,0,4427869,0,8,4,13,20,0,0,1131,16,0
2422,其他未列明行业*,张家口市,张北县,85000000,3372,17,,,1,0,0.0,76146084,0,4062478,0,0,1,3,7,0,1,1415,37,1
2423,工业*,邢台市,临西县,61000000,5324,1,2018-02-09 00:00:00,2016-05-10 00:00:00,0,1,20740000.0,59162331,1421208,5466,75211,0,4,40,48,0,1,1326,95,1
2424,交通运输业*,廊坊市,安次区,8000000,4353,1,2019-04-11 00:00:00,2016-09-19 00:00:00,4,0,0.0,7568096,0,289638,0,3,0,0,0,0,0,1294,84,0
2425,工业*,石家庄市,长安区,20000000,1145,1,,,1,1,0.0,21891437,1116149,2013404,16410,5,5,55,60,0,1,1367,69,0
2426,仓储业,保定市,望都县,11000000,1608,5,2017-04-23 00:00:00,2014-12-03 00:00:00,1,1,0.0,10726679,640657,599573,7255,8,0,0,0,0,0,1341,94,0
2427,住宿业,衡水市,武邑县,87000000,575,1,,,0,0,0.0,94780403,0,22439063,0,4,1,0,1,0,0,1193,66,1
2428,房地产开发经营,廊坊市,大城县,82000000,8979,1,,,2,0,0.0,85845270,6537500,12147624,480347,0,1,5,7,26361434,1,1034,64,0
2429,仓储业,沧州市,南皮县,4000000,4510,1,2017-03-02 00:00:00,2016-08-19 00:00:00,4,1,0.0,4124221,1925710,452180,60109,1,0,0,0,0,1,1350,74,1
2430,房地产开发经营,秦皇岛市,山海关区,50000000,5093,1,2019-03-13 00:00:00,2015-08-02 00:00:00,3,1,0.0,51305779,0,9069428,0,6,6,2,42,0,1,1432,99,0
2431,信息传输业*,秦皇岛市,抚宁区,62000000,1114,1,,,4,0,0.0,49840268,17774369,8457128,879328,0,1,2,4,0,0,1272,31,1
2432,餐饮业,衡水市,深州市,28000000,3206,1,,,0,0,0.0,30603315,10714020,6092125,274136,0,3,3,12,0,1,1132,87,0
2433,批发业,承德市,滦平县,51000000,3995,1,,,1,1,0.0,59487138,0,1991159,0,10,2,2,6,0,0,1157,23,1
2434,物业管理,承德市,承德县,69000000,9764,4,2016-01-27 00:00:00,2015-01-25 00:00:00,3,1,0.0,73774928,0,2103851,0,0,0,0,0,0,0,1378,47,0
2435,交通运输业*,承德市,承德县,19000000,5961,14,2018-03-05 00:00:00,2018-01-14 00:00:00,4,1,0.0,15554100,3523240,3080710,157015,1,1,1,5,0,0,1416,53,1
2436,房地产开发经营,邯郸市,魏县,17000000,1105,1,2016-09-14 00:00:00,2016-08-13 00:00:00,1,0,0.0,13692910,2657838,2464922,58339,3,4,13,40,1600114,0,1263,8,0
2437,物业管理,承德市,滦平县,29000000,2612,1,,,4,1,0.0,26165887,0,1525598,0,5,0,0,0,0,0,1475,89,0
2438,农、林、牧、渔业,承德市,双桥区,71000000,265,1,,,3,0,0.0,70790456,0,11139887,0,9,0,0,0,10576220,1,1438,91,0
2439,工业*,保定市,曲阳县,86000000,1498,1,,,4,1,0.0,87744476,0,7428930,0,7,2,0,8,26248814,0,1252,14,1
2440,餐饮业,保定市,清苑区,5000000,1802,1,2017-09-09 00:00:00,2015-10-21 00:00:00,1,1,0.0,4666950,1364000,568328,81757,0,0,0,0,0,0,1374,51,1
2441,批发业,保定市,涿州市,98000000,9858,18,,,3,1,0.0,116102953,37263863,20522368,1857183,8,4,25,44,0,0,1393,75,0
2442,信息传输业*,承德市,鹰手营子矿区,69000000,308,1,,,0,1,11730000.0,71704259,7847069,16368037,722931,4,3,5,18,0,1,1485,62,0
2443,交通运输业*,衡水市,故城县,40000000,5793,1,,,0,1,0.0,35743438,0,6557228,0,2,0,0,0,0,0,1154,31,0
2444,工业*,承德市,鹰手营子矿区,58000000,7369,1,,,2,1,0.0,64008115,0,2864685,0,2,0,0,0,0,1,1162,5,1
2445,其他未列明行业*,保定市,徐水区,87000000,7527,1,2019-05-16 00:00:00,2016-07-22 00:00:00,4,1,0.0,74547372,18787434,18095094,889353,10,1,2,10,0,0,1145,37,1
2446,工业*,邢台市,内丘县,28000000,5071,17,,,4,0,0.0,32499976,0,2909685,0,6,0,0,0,0,1,1227,59,0
2447,其他未列明行业*,张家口市,万全区,49000000,3909,17,2019-05-05 00:00:00,2019-01-26 00:00:00,2,1,0.0,46167243,0,10648597,0,5,1,3,9,16099346,1,1085,39,1
2448,邮政业,张家口市,康保县,72000000,7304,1,,,2,1,0.0,71635599,24678631,16223208,1579843,1,1,0,10,0,0,1202,83,0
2449,房地产开发经营,石家庄市,辛集市,92000000,8652,1,,,3,0,0.0,108304040,0,14958808,0,0,0,0,0,12764288,1,1319,39,1
2450,餐饮业,衡水市,冀州区,24000000,5636,1,2018-02-16 00:00:00,2017-03-03 00:00:00,2,1,0.0,28068693,0,5280863,0,1,3,1,9,0,0,1109,14,0
2451,农、林、牧、渔业,石家庄市,井陉县,300000,2097,1,,,2,1,0.0,302578,94446,30956,379,0,0,0,0,0,0,1157,37,1
2452,其他未列明行业*,秦皇岛市,卢龙县,11000000,8770,1,,,1,1,0.0,9738178,3554069,1936636,20852,7,5,25,60,0,0,1451,54,0
2453,建筑业,衡水市,故城县,42000000,6160,1,,,4,1,0.0,33903746,3551611,391768,242176,0,0,0,0,0,1,1127,35,1
2454,零售业,承德市,承德县,58000000,5951,1,2017-11-27 00:00:00,2017-11-25 00:00:00,2,0,0.0,56567268,9066293,9664054,32484,0,3,8,15,0,0,1182,73,0
2455,零售业,石家庄市,高邑县,66000000,9920,1,,,3,1,0.0,57948753,0,9917523,0,0,0,0,0,0,1,1327,52,1
2456,住宿业,唐山市,丰南区,74000000,8870,2,,,3,1,0.0,76201539,0,3689918,0,0,8,64,96,0,1,1282,16,1
2457,邮政业,石家庄市,深泽县,84000000,1039,1,,,4,0,0.0,80524576,12236602,5030827,1201882,0,1,3,11,27811613,1,1218,81,0
2458,租赁和商务服务业,沧州市,运河区,54000000,703,12,2018-10-17 00:00:00,2018-06-30 00:00:00,1,1,0.0,45058207,0,7065333,0,0,1,0,9,0,1,1425,20,1
2459,餐饮业,秦皇岛市,山海关区,87000000,5376,1,2015-06-26 00:00:00,2015-03-20 00:00:00,1,0,73080000.0,92552916,0,15346035,0,2,5,3,5,21607564,1,1078,72,1
2460,物业管理,石家庄市,赞皇县,97000000,8381,1,,,3,0,0.0,96785129,0,18590530,0,5,3,6,12,0,0,1332,63,1
2461,住宿业,邢台市,巨鹿县,71000000,4219,1,,,4,1,0.0,66122206,0,16361601,0,1,0,0,0,0,1,1069,54,0
2462,房地产开发经营,邯郸市,磁县,23000000,1278,15,,,0,0,0.0,24731909,0,6106771,0,8,1,4,12,0,1,1063,92,0
